ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
DFW -> BNA,2751,73,631.0,2.653580516175936,DFW,BNA,258,5.497549541870871,36.19123870524991
LGA -> IAH,2298,73,1416.0,3.1766753698868584,LGA,IAH,259,5.5188578734285105,36.27473407297266
DFW -> SGF,2222,73,364.0,3.2853285328532857,DFW,SGF,260,5.540166204986149,36.35822944069541
ACT -> DFW,1612,73,89.0,4.528535980148883,ACT,DFW,261,5.5614745365437885,36.441724808418165
EWR -> MCO,4774,72,937.0,1.508169250104734,EWR,MCO,262,5.582782868101428,36.524076403980324
MCO -> LGA,3916,72,950.0,1.8386108273748722,MCO,LGA,263,5.6040911996590665,36.60642799954249
SFO -> BOS,3907,72,2704.0,1.8428461735346815,SFO,BOS,264,5.625399531216706,36.688779595104656
JFK -> CLT,2576,72,541.0,2.7950310559006213,JFK,CLT,265,5.6467078627743446,36.771131190666814
TUL -> ORD,2110,72,585.0,3.4123222748815163,TUL,ORD,266,5.668016194331984,36.85348278622898
BNA -> MDW,2084,72,395.0,3.45489443378119,BNA,MDW,267,5.689324525889623,36.935834381791146
ORD -> BUF,2005,72,473.2149625935162,3.5910224438902745,ORD,BUF,268,5.710632857447262,37.01818597735331
PHX -> LAX,7380,71,370.0,0.962059620596206,PHX,LAX,269,5.731941189004901,37.09939380075489
LAX -> EWR,4618,71,2454.0,1.5374621048072759,LAX,EWR,270,5.75324952056254,37.180601624156466
SJU -> JFK,4466,71,1598.0,1.5897895208240036,SJU,JFK,271,5.774557852120179,37.26180944755805
DAL -> AUS,3896,71,189.0,1.8223819301848048,DAL,AUS,272,5.795866183677818,37.34301727095963
MCO -> DFW,3825,71,985.0,1.8562091503267975,MCO,DFW,273,5.8171745152354575,37.424225094361205
LGA -> DEN,3285,71,1620.0,2.1613394216133943,LGA,DEN,274,5.838482846793096,37.50543291776278
STL -> ORD,2785,71,258.0,2.549371633752244,STL,ORD,275,5.8597911783507355,37.58664074116436
PIT -> ORD,1785,71,413.0,3.9775910364145655,PIT,ORD,276,5.881099509908374,37.667848564565936
SYR -> ORD,1623,71,607.0,4.3746149106592735,SYR,ORD,277,5.9024078414660135,37.749056387967514
ATL -> BWI,5838,70,577.0,1.1990407673860912,ATL,BWI,278,5.923716173023652,37.82912043920851
LAX -> SAN,4611,70,109.0,1.5181088700932552,LAX,SAN,279,5.9450245045812915,37.909184490449505
FLL -> EWR,3441,70,1065.0,2.034292356873002,FLL,EWR,280,5.96633283613893,37.98924854169049
DEN -> LGA,3299,70,1620.0,2.1218551076083663,DEN,LGA,281,5.9876411676965695,38.06931259293149
MSP -> MDW,3027,70,349.0,2.312520647505781,MSP,MDW,282,6.008949499254208,38.149376644172484
ORD -> STL,2566,70,258.0,2.7279812938425563,ORD,STL,283,6.0302578308118475,38.22944069541347
EWR -> STL,1806,70,872.0,3.875968992248062,EWR,STL,284,6.051566162369486,38.30950474665447
DFW -> SJT,1628,70,229.0,4.2997542997543,DFW,SJT,285,6.0728744939271255,38.38956879789546
LFT -> DFW,1617,70,351.0,4.329004329004329,LFT,DFW,286,6.094182825484765,38.46963284913645
ORD -> ATW,1434,70,160.0,4.881450488145049,ORD,ATW,287,6.1154911570424035,38.54969690037745
EWR -> SFO,5029,69,2565.0,1.372042155498111,EWR,SFO,288,6.136799488600043,38.628617179457855
IAH -> ORD,4294,69,925.0,1.606893339543549,IAH,ORD,289,6.1581078201576815,38.70753745853826
CLT -> DFW,4046,69,936.0,1.7053880375679682,CLT,DFW,290,6.179416151715321,38.78645773761867
BOS -> SFO,3889,69,2704.0,1.7742350218565184,BOS,SFO,291,6.2007244832729596,38.865378016699076
MDW -> MCI,2474,69,405.0,2.7890056588520613,MDW,MCI,292,6.222032814830599,38.944298295779475
RIC -> BOS,2297,69,474.0,3.0039181541140616,RIC,BOS,293,6.243341146388238,39.02321857485988
TYS -> ORD,2092,69,475.0,3.298279158699809,TYS,ORD,294,6.264649477945877,39.102138853940296
DFW -> ACT,1611,69,89.0,4.283054003724395,DFW,ACT,295,6.285957809503516,39.1810591330207
MSP -> EWR,1368,69,1008.0,5.0438596491228065,MSP,EWR,296,6.307266141061155,39.25997941210111
EWR -> CHS,1275,69,628.0,5.411764705882352,EWR,CHS,297,6.328574472618794,39.33889969118152
BWI -> ATL,5837,68,577.0,1.1649820113071783,BWI,ATL,298,6.349882804176434,39.416676198101335
BOS -> RIC,2297,68,474.0,2.960383108402264,BOS,RIC,299,6.3711911357340725,39.49445270502116
ORD -> FAR,2100,68,557.0,3.2380952380952377,ORD,FAR,300,6.392499467291711,39.57222921194098
CHS -> EWR,1274,68,628.0,5.337519623233909,CHS,EWR,301,6.41380779884935,39.650005718860804
LGA -> ORF,515,68,296.0,13.203883495145632,LGA,ORF,302,6.43511613040699,39.72778222578062
CLT -> JFK,2574,67,541.0,2.6029526029526027,CLT,JFK,303,6.4564244619646285,39.80441496053986
ORD -> BWI,2468,67,622.0,2.7147487844408427,ORD,BWI,304,6.477732793522267,39.8810476952991
SJC -> BUR,2133,67,296.0,3.1411157993436474,SJC,BUR,305,6.499041125079906,39.95768043005833
ORD -> OMA,2036,67,416.0,3.2907662082514735,ORD,OMA,306,6.520349456637545,40.03431316481757
MDW -> BWI,1977,67,611.0,3.388973191704603,MDW,BWI,307,6.5416577881951845,40.110945899576805
DFW -> VPS,1760,67,641.0,3.806818181818182,DFW,VPS,308,6.562966119752824,40.18757863433604
RST -> ORD,1323,67,268.0,5.064247921390779,RST,ORD,309,6.5842744513104625,40.26421136909528
DEN -> ASE,1089,67,125.0,6.152433425160698,DEN,ASE,310,6.605582782868101,40.340844103854515
LAX -> LAS,9594,66,236.0,0.6879299562226392,LAX,LAS,311,6.626891114425741,40.41633306645316
JFK -> SJU,4463,66,1598.0,1.4788259018597356,JFK,SJU,312,6.64819944598338,40.49182202905181
ORD -> FSD,2042,66,462.0,3.232125367286973,ORD,FSD,313,6.6695077775410185,40.567310991650466
ORD -> SGF,1997,66,438.0,3.3049574361542313,ORD,SGF,314,6.690816109098657,40.642799954249114
PHL -> MDW,1892,66,668.0,3.488372093023256,PHL,MDW,315,6.712124440656296,40.71828891684776
VPS -> DFW,1759,66,641.0,3.752131893121091,VPS,DFW,316,6.733432772213936,40.79377787944642
MRY -> SFO,817,66,77.0,8.078335373317014,MRY,SFO,317,6.7547411037715746,40.869266842045064
DFW -> MCO,3826,65,985.0,1.6989022477783586,DFW,MCO,318,6.776049435329214,40.94361203248313
DCA -> DAL,2515,65,1184.0,2.584493041749503,DCA,DAL,319,6.797357766886853,41.01795722292119
IAH -> LGA,2340,65,1416.0,2.7777777777777777,IAH,LGA,320,6.818666098444492,41.09230241335926
ORD -> TUL,2071,65,585.0,3.1385803959439884,ORD,TUL,321,6.8399744300021315,41.16664760379732
ASE -> DEN,1091,65,125.0,5.957836846929423,ASE,DEN,322,6.86128276155977,41.24099279423539
TOL -> ORD,962,65,213.0,6.756756756756757,TOL,ORD,323,6.882591093117409,41.31533798467345
SUN -> SLC,672,65,222.0,9.672619047619047,SUN,SLC,324,6.903899424675047,41.38968317511152
PHL -> MCO,4869,64,861.0,1.3144382830149928,PHL,MCO,325,6.9252077562326875,41.462884593389
TUL -> DFW,2629,64,237.0,2.4343856979840246,TUL,DFW,326,6.946516087790326,41.53608601166648
BUF -> JFK,2461,64,301.0,2.600568874441284,BUF,JFK,327,6.967824419347965,41.609287429943954
MCI -> ORD,2132,64,403.0,3.0018761726078798,MCI,ORD,328,6.989132750905604,41.68248884822143
ORD -> PIT,1921,64,413.0,3.331598125976054,ORD,PIT,329,7.0104410824632435,41.75569026649891
ORD -> RST,1324,64,268.0,4.833836858006042,ORD,RST,330,7.031749414020883,41.828891684776394
MEM -> EWR,1002,64,946.0,6.387225548902195,MEM,EWR,331,7.0530577455785215,41.90209310305387
LAS -> LAX,9715,63,236.0,0.6484817292846115,LAS,LAX,332,7.07436607713616,41.97415074917076
EWR -> FLL,3440,63,1065.0,1.8313953488372094,EWR,FLL,333,7.095674408693799,42.04620839528766
MDW -> DTW,2815,63,228.0,2.238010657193606,MDW,DTW,334,7.116982740251439,42.11826604140455
DAL -> DCA,2521,63,1184.0,2.499008330027767,DAL,DCA,335,7.1382910718090775,42.19032368752145
PVD -> BWI,2517,63,327.0,2.5029797377830754,PVD,BWI,336,7.159599403366716,42.26238133363834
CVG -> DFW,2097,63,812.0,3.004291845493562,CVG,DFW,337,7.180907734924355,42.334438979755234
SBA -> SFO,2097,63,262.0,3.004291845493562,SBA,SFO,338,7.202216066481995,42.40649662587212
MFE -> IAH,1957,63,316.0,3.2192130812468065,MFE,IAH,339,7.2235243980396335,42.47855427198902
HOU -> DFW,1569,63,247.0,4.015296367112811,HOU,DFW,340,7.244832729597272,42.550611918105915
EWR -> IND,1224,63,645.0,5.147058823529411,EWR,IND,341,7.2661410611549115,42.62266956422281
BPT -> DFW,973,63,270.0,6.474820143884892,BPT,DFW,342,7.28744939271255,42.6947272103397
SFO -> MRY,816,63,77.0,7.720588235294118,SFO,MRY,343,7.30875772427019,42.76678485645659
MCO -> ORD,4427,62,1005.0,1.4004969505308336,MCO,ORD,344,7.330066055827829,42.8376987304129
MIA -> JFK,3596,62,1089.0,1.7241379310344827,MIA,JFK,345,7.351374387385468,42.90861260436921
ROC -> ORD,1679,62,528.0,3.692674210839786,ROC,ORD,346,7.372682718943106,42.97952647832552
EWR -> MSP,1314,62,1008.0,4.71841704718417,EWR,MSP,347,7.3939910505007465,43.050440352281825
BMI -> ORD,958,62,116.0,6.471816283924843,BMI,ORD,348,7.415299382058385,43.12135422623813
ASE -> LAX,774,62,737.0,8.010335917312661,ASE,LAX,349,7.436607713616024,43.19226810019444
LAX -> SMF,5550,61,373.0,1.0990990990990992,LAX,SMF,350,7.457916045173663,43.262038201990165
JFK -> MIA,3594,61,1089.0,1.6972732331663885,JFK,MIA,351,7.479224376731302,43.331808303785884
MCI -> MDW,2465,61,405.0,2.4746450304259633,MCI,MDW,352,7.500532708288941,43.40157840558161
AUS -> ORD,2283,61,977.8212877792379,2.671922908453789,AUS,ORD,353,7.5218410398465805,43.471348507377336
BWI -> BDL,2199,61,283.0,2.7739881764438383,BWI,BDL,354,7.543149371404219,43.541118609173054
BNA -> BWI,1883,61,587.0,3.2395114179500797,BNA,BWI,355,7.564457702961858,43.61088871096877
OKC -> ORD,1807,61,693.0,3.3757609297177646,OKC,ORD,356,7.585766034519498,43.68065881276449
DFW -> LFT,1616,61,351.0,3.7747524752475248,DFW,LFT,357,7.6070743660771365,43.75042891456022
ISP -> BWI,1551,61,220.0,3.9329464861379755,ISP,BWI,358,7.628382697634775,43.82019901635594
SPS -> DFW,1234,61,113.0,4.943273905996758,SPS,DFW,359,7.649691029192414,43.88996911815166
ORF -> LGA,402,61,296.0,15.17412935323383,ORF,LGA,360,7.670999360750052,43.95973921994739
DEN -> IAH,4848,60,862.0,1.2376237623762376,DEN,IAH,361,7.6923076923076925,44.028365549582524
ORD -> MIA,4166,60,1197.0,1.4402304368698993,ORD,MIA,362,7.713616023865331,44.09699187921766
PHX -> DFW,4146,60,868.0,1.447178002894356,PHX,DFW,363,7.7349243554229705,44.1656182088528
DFW -> PHX,4144,60,868.0,1.4478764478764479,DFW,PHX,364,7.756232686980609,44.234244538487935
LGA -> PBI,2904,60,1035.0,2.066115702479339,LGA,PBI,365,7.777541018538249,44.302870868123065
MSY -> DFW,2634,60,447.0,2.277904328018223,MSY,DFW,366,7.798849350095888,44.37149719775821
SFO -> SBA,2098,60,262.0,2.8598665395614873,SFO,SBA,367,7.8201576816535265,44.44012352739335
IAH -> MFE,1957,60,316.0,3.065917220235054,IAH,MFE,368,7.841466013211165,44.50874985702848
EWR -> MKE,1090,60,725.0,5.5045871559633035,EWR,MKE,369,7.862774344768804,44.577376186663614
TXK -> DFW,978,60,181.0,6.134969325153374,TXK,DFW,370,7.884082676326444,44.64600251629876
ORD -> TOL,961,60,213.0,6.243496357960457,ORD,TOL,371,7.9053910078840826,44.71462884593389
SNA -> DFW,2877,59,1205.0,2.0507473062217585,SNA,DFW,372,7.926699339441721,44.78211140340844
MDW -> DEN,2720,59,895.0,2.1691176470588234,MDW,DEN,373,7.948007670999361,44.84959396088299
DFW -> CVG,2102,59,812.0,2.806850618458611,DFW,CVG,374,7.969316002557,44.91707651835754
MAF -> IAH,2068,59,429.0,2.852998065764023,MAF,IAH,375,7.9906243341146395,44.984559075832095
ORD -> SYR,1641,59,607.0,3.595368677635588,ORD,SYR,376,8.011932665672278,45.052041633306644
ORD -> BMI,959,59,116.0,6.152241918665276,ORD,BMI,377,8.033240997229916,45.1195241907812
DFW -> LAS,4289,58,1055.0,1.3522965726276521,DFW,LAS,378,8.054549328787555,45.18586297609516
PBI -> LGA,2905,58,1035.0,1.996557659208262,PBI,LGA,379,8.075857660345195,45.252201761409125
DEN -> MDW,2715,58,895.0,2.136279926335175,DEN,MDW,380,8.097165991902834,45.31854054672309
PBI -> EWR,2571,58,1023.0,2.2559315441462466,PBI,EWR,381,8.118474323460473,45.38487933203706
STL -> DFW,2536,58,550.0,2.2870662460567823,STL,DFW,382,8.139782655018111,45.45121811735102
BWI -> PVD,2498,58,327.0,2.321857485988791,BWI,PVD,383,8.161090986575752,45.51755690266499
JFK -> BUF,2461,58,301.0,2.356765542462414,JFK,BUF,384,8.18239931813339,45.58389568797895
BWI -> ISP,1546,58,220.0,3.751617076326003,BWI,ISP,385,8.20370764969103,45.65023447329292
DFW -> SPS,1233,58,113.0,4.703974047039741,DFW,SPS,386,8.225015981248667,45.716573258606886
SBN -> ORD,1144,58,84.0,5.06993006993007,SBN,ORD,387,8.246324312806308,45.78291204392085
MKE -> EWR,1082,58,725.0,5.360443622920517,MKE,EWR,388,8.267632644363946,45.84925082923482
DFW -> TXK,976,58,181.0,5.942622950819672,DFW,TXK,389,8.288940975921586,45.91558961454878
DBQ -> ORD,928,58,147.0,6.25,DBQ,ORD,390,8.310249307479225,45.981928399862745
EWR -> LAX,4603,57,2454.0,1.2383228329350424,EWR,LAX,391,8.331557639036863,46.04712341301613
HPN -> ATL,1877,57,780.0,3.0367607884922747,HPN,ATL,392,8.352865970594504,46.11231842616951
MDW -> PIT,1761,57,402.0,3.2367972742759794,MDW,PIT,393,8.374174302152142,46.17751343932289
LIT -> DFW,1323,57,304.0,4.308390022675737,LIT,DFW,394,8.395482633709781,46.242708452476265
LGA -> MKE,1214,57,738.0,4.695222405271829,LGA,MKE,395,8.416790965267419,46.30790346562964
MKE -> LGA,1210,57,738.0,4.710743801652892,MKE,LGA,396,8.43809929682506,46.37309847878303
MBS -> ORD,1192,57,222.0,4.781879194630872,MBS,ORD,397,8.459407628382698,46.438293491936406
ORD -> DBQ,928,57,147.0,6.142241379310344,ORD,DBQ,398,8.480715959940337,46.503488505089784
MIA -> ORD,4156,56,1197.0,1.3474494706448508,MIA,ORD,399,8.502024291497975,46.56753974608258
MCO -> BWI,3120,56,787.0,1.7948717948717947,MCO,BWI,400,8.523332623055614,46.63159098707537
MIA -> EWR,2714,56,1085.0,2.0633750921149594,MIA,EWR,401,8.544640954613254,46.695642228068166
DFW -> MSY,2633,56,447.0,2.1268515001898978,DFW,MSY,402,8.565949286170893,46.75969346906096
ORD -> MCI,2201,56,403.0,2.5442980463425715,ORD,MCI,403,8.587257617728532,46.82374471005375
TUS -> DFW,2198,56,813.0,2.547770700636943,TUS,DFW,404,8.60856594928617,46.88779595104655
ORD -> OKC,1841,56,693.0,3.041825095057034,ORD,OKC,405,8.629874280843811,46.951847192039345
BDL -> ORD,1490,56,783.0,3.7583892617449663,BDL,ORD,406,8.651182612401449,47.01589843303214
CWA -> ORD,1394,56,212.19010043041607,4.017216642754662,CWA,ORD,407,8.672490943959088,47.07994967402493
ORD -> CWA,1394,56,212.19010043041607,4.017216642754662,ORD,CWA,408,8.693799275516726,47.14400091501773
CMH -> EWR,906,56,463.0,6.181015452538632,CMH,EWR,409,8.715107607074366,47.208052156010524
ASE -> DFW,335,56,701.0,16.716417910447763,ASE,DFW,410,8.736415938632005,47.27210339700332
DEN -> PHX,7211,55,602.0,0.7627236166967134,DEN,PHX,411,8.757724270189644,47.33501086583553
LAS -> DEN,6265,55,628.0,0.8778930566640064,LAS,DEN,412,8.779032601747282,47.397918334667736
ORD -> PHX,4419,55,1440.0,1.2446254808780266,ORD,PHX,413,8.800340933304922,47.460825803499944
LAS -> JFK,3705,55,2248.0,1.484480431848853,LAS,JFK,414,8.821649264862561,47.52373327233215
BOS -> DTW,3423,55,632.0,1.6067776803973124,BOS,DTW,415,8.8429575964202,47.58664074116436
EWR -> IAH,3340,55,1400.0,1.6467065868263475,EWR,IAH,416,8.86426592797784,47.64954820999657
DFW -> SNA,2877,55,1205.0,1.9117135905457074,DFW,SNA,417,8.885574259535478,47.712455678828775
DEN -> EWR,2609,55,1605.0,2.1080873898045227,DEN,EWR,418,8.906882591093117,47.77536314766099
TPA -> JFK,2550,55,1005.0,2.156862745098039,TPA,JFK,419,8.928190922650757,47.8382706164932
BDL -> BWI,2217,55,283.0,2.4808299503834013,BDL,BWI,420,8.949499254208396,47.901178085325405
BWI -> BNA,1897,55,587.0,2.8993147074327883,BWI,BNA,421,8.970807585766034,47.964085554157606
DFW -> HOU,1571,55,247.0,3.500954805856143,DFW,HOU,422,8.992115917323673,48.02699302298982
LAX -> MRY,1529,55,266.0,3.597122302158273,LAX,MRY,423,9.013424248881313,48.08990049182203
FSM -> DFW,1299,55,227.0,4.234026173979984,FSM,DFW,424,9.034732580438952,48.152807960654236
SDF -> ORD,1289,55,286.8378588052754,4.266873545384018,SDF,ORD,425,9.056040911996591,48.215715429486444
BRO -> DFW,1059,55,482.0,5.193578847969783,BRO,DFW,426,9.07734924355423,48.27862289831866
ROW -> DFW,974,55,435.0,5.646817248459959,ROW,DFW,427,9.098657575111869,48.34153036715087
EWR -> RIC,967,55,277.0,5.687693898655636,EWR,RIC,428,9.119965906669508,48.404437835983074
LGA -> MCI,716,55,1107.0,7.681564245810056,LGA,MCI,429,9.141274238227147,48.46734530481528
LAS -> SFO,7870,54,414.0,0.6861499364675985,LAS,SFO,430,9.162582569784785,48.5291090014869
DFW -> STL,2538,54,550.0,2.127659574468085,DFW,STL,431,9.183890901342425,48.59087269815853
LSE -> ORD,1153,54,215.0,4.683434518647007,LSE,ORD,432,9.205199232900064,48.652636394830154
EWR -> GSO,862,54,445.0,6.2645011600928076,EWR,GSO,433,9.226507564457703,48.71440009150177
GSO -> EWR,862,54,445.0,6.2645011600928076,GSO,EWR,434,9.247815896015341,48.77616378817339
PHX -> ORD,4416,53,1440.0,1.2001811594202898,PHX,ORD,435,9.26912422757298,48.836783712684436
LAS -> ORD,4249,53,1514.0,1.247352318192516,LAS,ORD,436,9.29043255913062,48.89740363719547
MHT -> BWI,2221,53,377.0,2.3863124718595228,MHT,BWI,437,9.31174089068826,48.95802356170651
ORD -> ROC,1656,53,528.0,3.20048309178744,ORD,ROC,438,9.333049222245899,49.01864348621754
MDT -> ORD,1592,53,594.0,3.329145728643216,MDT,ORD,439,9.354357553803537,49.079263410728586
MRY -> LAX,1529,53,266.0,3.4663178548070634,MRY,LAX,440,9.375665885361176,49.13988333523962
IAD -> EWR,734,53,212.0,7.220708446866484,IAD,EWR,441,9.396974216918816,49.200503259750654
ORD -> MCO,4416,52,1005.0,1.177536231884058,ORD,MCO,442,9.418282548476455,49.25997941210111
BOS -> LAX,4055,52,2611.0,1.282367447595561,BOS,LAX,443,9.439590880034093,49.31945556445156
BWI -> CLT,3375,52,361.0,1.5407407407407407,BWI,CLT,444,9.460899211591732,49.37893171680201
DTW -> DFW,2646,52,986.0,1.9652305366591083,DTW,DFW,445,9.482207543149372,49.43840786915247
SFO -> ONT,2174,52,363.0,2.391904323827047,SFO,ONT,446,9.503515874707011,49.49788402150292
JFK -> PBI,1913,52,1028.0,2.7182435964453737,JFK,PBI,447,9.52482420626465,49.55736017385337
SFO -> SEA,6932,51,679.0,0.7357184073860358,SFO,SEA,448,9.546132537822288,49.615692554043235
DEN -> LAS,6269,51,628.0,0.8135268782899984,DEN,LAS,449,9.567440869379928,49.6740249342331
DEN -> SFO,5365,51,967.0,0.950605778191985,DEN,SFO,450,9.588749200937567,49.73235731442296
SAN -> PHX,5123,51,304.0,0.9955104430997462,SAN,PHX,451,9.610057532495206,49.79068969461283
LAX -> BOS,4056,51,2611.0,1.257396449704142,LAX,BOS,452,9.631365864052844,49.849022074802704
BWI -> FLL,3972,51,925.0,1.283987915407855,BWI,FLL,453,9.652674195610484,49.907354454992564
DFW -> TUL,2627,51,237.0,1.9413779977160257,DFW,TUL,454,9.673982527168121,49.96568683518243
MCI -> DFW,2561,51,460.0,1.9914096056228034,MCI,DFW,455,9.695290858725762,50.02401921537229
MDW -> STL,2147,51,251.0,2.375407545412203,MDW,STL,456,9.7165991902834,50.082351595562166
BUR -> SJC,2120,51,296.0,2.405660377358491,BUR,SJC,457,9.73790752184104,50.14068397575203
PBI -> JFK,1910,51,1028.0,2.6701570680628275,PBI,JFK,458,9.759215853398679,50.19901635594189
ATL -> HPN,1879,51,780.0,2.7142096860031932,ATL,HPN,459,9.780524184956318,50.25734873613176
DFW -> LIT,1322,51,304.0,3.8577912254160367,DFW,LIT,460,9.801832516513958,50.31568111632163
ACV -> SFO,1320,51,250.0,3.8636363636363633,ACV,SFO,461,9.823140848071596,50.374013496511495
EWR -> MEM,1020,51,946.0,5.0,EWR,MEM,462,9.844449179629235,50.432345876701355
DFW -> BPT,973,51,270.0,5.241521068859199,DFW,BPT,463,9.865757511186873,50.49067825689123
EWR -> IAD,738,51,212.0,6.910569105691057,EWR,IAD,464,9.887065842744514,50.549010637081096
LGA -> BHM,490,51,866.0,10.408163265306122,LGA,BHM,465,9.908374174302152,50.607343017270956
PHX -> DEN,7204,50,602.0,0.6940588561910049,PHX,DEN,466,9.929682505859791,50.664531625300235
IAH -> CLT,3469,50,912.0,1.4413375612568464,IAH,CLT,467,9.95099083741743,50.72172023332953
DTW -> BOS,3424,50,632.0,1.4602803738317758,DTW,BOS,468,9.97229916897507,50.778908841358806
BWI -> MCO,3113,50,787.0,1.6061676839061998,BWI,MCO,469,9.993607500532708,50.836097449388085
DTW -> MDW,2798,50,228.0,1.7869907076483202,DTW,MDW,470,10.014915832090347,50.89328605741736
JFK -> TPA,2552,50,1005.0,1.9592476489028214,JFK,TPA,471,10.036224163647987,50.95047466544664
BWI -> MHT,2211,50,377.0,2.261420171867933,BWI,MHT,472,10.057532495205626,51.00766327347592
DFW -> TUS,2198,50,813.0,2.2747952684258417,DFW,TUS,473,10.078840826763265,51.064851881505206
CRP -> IAH,2140,50,201.0,2.336448598130841,CRP,IAH,474,10.100149158320903,51.122040489534484
STL -> MDW,2127,50,251.0,2.350728725905031,STL,MDW,475,10.121457489878543,51.17922909756376
COS -> DEN,2088,50,73.0,2.3946360153256707,COS,DEN,476,10.14276582143618,51.23641770559304
IAH -> MAF,2064,50,429.0,2.422480620155039,IAH,MAF,477,10.164074152993821,51.293606313622334
FLG -> PHX,1660,50,119.0,3.0120481927710845,FLG,PHX,478,10.18538248455146,51.35079492165161
TYS -> DFW,1624,50,771.8165024630542,3.0788177339901477,TYS,DFW,479,10.206690816109099,51.40798352968089
CLE -> EWR,1544,50,404.0,3.2383419689119166,CLE,EWR,480,10.227999147666738,51.46517213771017
DFW -> ROW,973,50,435.0,5.138746145940391,DFW,ROW,481,10.249307479224377,51.52236074573945
FLL -> BWI,3961,49,925.0,1.237061348144408,FLL,BWI,482,10.270615810782017,51.578405581608145
JFK -> LAS,3703,49,2248.0,1.3232514177693762,JFK,LAS,483,10.291924142339655,51.63445041747684
SAN -> DFW,3299,49,1171.0,1.4852985753258563,SAN,DFW,484,10.313232473897294,51.69049525334554
MCO -> MDW,2576,49,990.0,1.9021739130434785,MCO,MDW,485,10.334540805454932,51.746540089214236
