ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
DAL -> PIT,114,1,1060.0,0.8771929824561403,DAL,PIT,3814,81.26997656083529,99.86732242937208
SGF -> CLT,114,1,708.0,0.8771929824561403,SGF,CLT,3815,81.29128489239292,99.86846620153266
AUS -> IAD,109,1,1297.0,0.9174311926605505,AUS,IAD,3816,81.31259322395057,99.86960997369324
MKE -> MSY,109,1,903.0,0.9174311926605505,MKE,MSY,3817,81.3339015555082,99.87075374585382
CVG -> MEM,107,1,403.0,0.9345794392523363,CVG,MEM,3818,81.35520988706584,99.8718975180144
MEM -> CVG,107,1,403.0,0.9345794392523363,MEM,CVG,3819,81.37651821862349,99.873041290175
PHL -> DCA,106,1,119.0,0.9433962264150944,PHL,DCA,3820,81.39782655018112,99.87418506233558
CLE -> PHL,104,1,363.0,0.9615384615384616,CLE,PHL,3821,81.41913488173877,99.87532883449617
LIH -> PDX,102,1,2631.0,0.9803921568627451,LIH,PDX,3822,81.4404432132964,99.87647260665675
IAH -> JAC,101,1,1265.0,0.9900990099009901,IAH,JAC,3823,81.46175154485404,99.87761637881734
PDX -> FAT,101,1,626.0,0.9900990099009901,PDX,FAT,3824,81.48305987641167,99.87876015097793
MSP -> SDF,100,1,604.0,1.0,MSP,SDF,3825,81.5043682079693,99.87990392313851
RSW -> GRR,100,1,1147.0,1.0,RSW,GRR,3826,81.52567653952696,99.8810476952991
CVG -> PHX,98,1,1569.0,1.0204081632653061,CVG,PHX,3827,81.54698487108459,99.88219146745968
EWR -> SRQ,98,1,1034.0,1.0204081632653061,EWR,SRQ,3828,81.56829320264222,99.88333523962027
SDF -> MSP,97,1,604.0,1.0309278350515463,SDF,MSP,3829,81.58960153419987,99.88447901178085
MSP -> ORF,93,1,1045.0,1.0752688172043012,MSP,ORF,3830,81.6109098657575,99.88562278394144
OGG -> BLI,89,1,2681.0,1.1235955056179776,OGG,BLI,3831,81.63221819731515,99.88676655610203
LBE -> TPA,88,1,866.0,1.1363636363636365,LBE,TPA,3832,81.65352652887279,99.8879103282626
TPA -> LBE,88,1,866.0,1.1363636363636365,TPA,LBE,3833,81.67483486043042,99.8890541004232
IAD -> SAV,87,1,515.0,1.1494252873563218,IAD,SAV,3834,81.69614319198807,99.89019787258378
HYA -> JFK,83,1,196.0,1.2048192771084338,HYA,JFK,3835,81.7174515235457,99.89134164474437
JFK -> HYA,83,1,196.0,1.2048192771084338,JFK,HYA,3836,81.73875985510335,99.89248541690495
IAD -> ORF,81,1,157.0,1.2345679012345678,IAD,ORF,3837,81.76006818666099,99.89362918906554
DTW -> SDF,77,1,306.0,1.2987012987012987,DTW,SDF,3838,81.78137651821862,99.89477296122612
GST -> JNU,77,1,41.0,1.2987012987012987,GST,JNU,3839,81.80268484977627,99.89591673338671
JNU -> GST,77,1,41.0,1.2987012987012987,JNU,GST,3840,81.8239931813339,99.8970605055473
DSM -> SLC,75,1,955.0,1.3333333333333335,DSM,SLC,3841,81.84530151289154,99.89820427770788
ORD -> FAI,75,1,2785.0,1.3333333333333335,ORD,FAI,3842,81.86660984444917,99.89934804986846
ORF -> IAD,75,1,157.0,1.3333333333333335,ORF,IAD,3843,81.88791817600682,99.90049182202905
BMI -> MSP,70,1,375.0,1.4285714285714286,BMI,MSP,3844,81.90922650756445,99.90163559418964
IAH -> GUC,70,1,886.0,1.4285714285714286,IAH,GUC,3845,81.93053483912209,99.90277936635023
MSP -> BMI,70,1,375.0,1.4285714285714286,MSP,BMI,3846,81.95184317067974,99.9039231385108
MLI -> MSP,65,1,274.0,1.5384615384615385,MLI,MSP,3847,81.97315150223737,99.9050669106714
BOI -> MDW,63,1,1448.0,1.5873015873015872,BOI,MDW,3848,81.99445983379502,99.90621068283197
BWI -> PDX,63,1,2358.0,1.5873015873015872,BWI,PDX,3849,82.01576816535265,99.90735445499257
GEG -> MDW,63,1,1511.0,1.5873015873015872,GEG,MDW,3850,82.03707649691029,99.90849822715316
MDW -> GEG,63,1,1511.0,1.5873015873015872,MDW,GEG,3851,82.05838482846794,99.90964199931373
PDX -> BWI,63,1,2358.0,1.5873015873015872,PDX,BWI,3852,82.07969316002557,99.91078577147432
PDX -> HOU,63,1,1843.0,1.5873015873015872,PDX,HOU,3853,82.10100149158322,99.9119295436349
BOI -> PDX,62,1,344.0,1.6129032258064515,BOI,PDX,3854,82.12230982314085,99.9130733157955
PDX -> BOI,61,1,344.0,1.639344262295082,PDX,BOI,3855,82.14361815469849,99.91421708795608
GSO -> IAD,60,1,239.0,1.6666666666666667,GSO,IAD,3856,82.16492648625614,99.91536086011666
ICT -> LAX,58,1,1203.0,1.7241379310344827,ICT,LAX,3857,82.18623481781377,99.91650463227725
LAX -> ICT,58,1,1203.0,1.7241379310344827,LAX,ICT,3858,82.2075431493714,99.91764840443783
MSP -> MLI,58,1,274.0,1.7241379310344827,MSP,MLI,3859,82.22885148092904,99.91879217659843
LEX -> MSP,55,1,650.0,1.8181818181818181,LEX,MSP,3860,82.25015981248667,99.919935948759
MSP -> LEX,55,1,650.0,1.8181818181818181,MSP,LEX,3861,82.27146814404432,99.9210797209196
AVP -> EWR,53,1,93.0,1.8867924528301887,AVP,EWR,3862,82.29277647560195,99.92222349308018
BGR -> LGA,53,1,378.0,1.8867924528301887,BGR,LGA,3863,82.3140848071596,99.92336726524076
XNA -> SFO,52,1,1550.0,1.9230769230769231,XNA,SFO,3864,82.33539313871724,99.92451103740136
PBG -> MYR,51,1,811.0,1.9607843137254901,PBG,MYR,3865,82.35670147027487,99.92565480956193
EWR -> BZN,50,1,1882.0,2.0,EWR,BZN,3866,82.37800980183252,99.92679858172252
BOS -> SMF,49,1,2636.0,2.0408163265306123,BOS,SMF,3867,82.39931813339015,99.9279423538831
PVD -> RSW,49,1,1200.0,2.0408163265306123,PVD,RSW,3868,82.4206264649478,99.92908612604369
SMF -> BOS,49,1,2636.0,2.0408163265306123,SMF,BOS,3869,82.44193479650544,99.93022989820429
MIA -> TUL,47,1,1168.0,2.127659574468085,MIA,TUL,3870,82.46324312806307,99.93137367036486
OME -> OTZ,47,1,183.0,2.127659574468085,OME,OTZ,3871,82.48455145962072,99.93251744252545
MDW -> TTN,45,1,683.0,2.2222222222222223,MDW,TTN,3872,82.50585979117835,99.93366121468603
DCA -> PWM,43,1,482.0,2.3255813953488373,DCA,PWM,3873,82.527168122736,99.93480498684661
LGA -> LEX,42,1,604.0,2.380952380952381,LGA,LEX,3874,82.54847645429363,99.9359487590072
DCA -> ACK,41,1,405.0,2.4390243902439024,DCA,ACK,3875,82.56978478585127,99.93709253116779
RIC -> IAD,37,1,100.0,2.7027027027027026,RIC,IAD,3876,82.5910931174089,99.93823630332838
BUF -> IAD,36,1,283.0,2.7777777777777777,BUF,IAD,3877,82.61240144896654,99.93938007548896
CMH -> IAD,35,1,299.0,2.857142857142857,CMH,IAD,3878,82.63370978052419,99.94052384764954
IAD -> RIC,35,1,100.0,2.857142857142857,IAD,RIC,3879,82.65501811208182,99.94166761981013
BMI -> MCO,34,1,936.0,2.941176470588235,BMI,MCO,3880,82.67632644363945,99.94281139197072
MCO -> BMI,34,1,936.0,2.941176470588235,MCO,BMI,3881,82.6976347751971,99.94395516413131
TVC -> ATL,33,1,769.0,3.0303030303030303,TVC,ATL,3882,82.71894310675474,99.94509893629188
CVG -> DCA,32,1,411.0,3.125,CVG,DCA,3883,82.74025143831238,99.94624270845249
IAH -> RNO,32,1,1530.0,3.125,IAH,RNO,3884,82.76155976987002,99.94738648061306
PSP -> JFK,32,1,2378.0,3.125,PSP,JFK,3885,82.78286810142765,99.94853025277365
RNO -> IAH,32,1,1530.0,3.125,RNO,IAH,3886,82.8041764329853,99.94967402493423
SYR -> DCA,32,1,298.0,3.125,SYR,DCA,3887,82.82548476454294,99.95081779709481
CLT -> STX,31,1,1562.0,3.225806451612903,CLT,STX,3888,82.84679309610058,99.95196156925542
IAD -> BNA,31,1,542.0,3.225806451612903,IAD,BNA,3889,82.86810142765822,99.95310534141599
STX -> CLT,31,1,1562.0,3.225806451612903,STX,CLT,3890,82.88940975921585,99.95424911357658
DCA -> RDU,29,1,227.0,3.4482758620689653,DCA,RDU,3891,82.9107180907735,99.95539288573715
MTJ -> LAX,29,1,666.0,3.4482758620689653,MTJ,LAX,3892,82.93202642233113,99.95653665789774
EWR -> TVC,28,1,644.0,3.571428571428571,EWR,TVC,3893,82.95333475388877,99.95768043005833
GCC -> RKS,28,1,261.0,3.571428571428571,GCC,RKS,3894,82.9746430854464,99.95882420221892
RDU -> DCA,28,1,227.0,3.571428571428571,RDU,DCA,3895,82.99595141700405,99.95996797437951
SYR -> IAD,26,1,296.0,3.8461538461538463,SYR,IAD,3896,83.01725974856168,99.96111174654008
DCA -> HSV,24,1,613.0,4.166666666666666,DCA,HSV,3897,83.03856808011932,99.96225551870067
HSV -> DCA,24,1,613.0,4.166666666666666,HSV,DCA,3898,83.05987641167697,99.96339929086126
IAD -> SYR,24,1,296.0,4.166666666666666,IAD,SYR,3899,83.0811847432346,99.96454306302185
MTJ -> EWR,23,1,1795.0,4.3478260869565215,MTJ,EWR,3900,83.10249307479224,99.96568683518244
IAD -> TYS,22,1,419.0,4.545454545454546,IAD,TYS,3901,83.12380140634988,99.96683060734301
TYS -> IAD,22,1,419.0,4.545454545454546,TYS,IAD,3902,83.14510973790752,99.9679743795036
CLT -> CMH,21,1,347.0,4.761904761904762,CLT,CMH,3903,83.16641806946517,99.96911815166419
CMH -> CLT,21,1,347.0,4.761904761904762,CMH,CLT,3904,83.1877264010228,99.97026192382478
IAD -> SAT,21,1,1362.0,4.761904761904762,IAD,SAT,3905,83.20903473258043,99.97140569598535
IAD -> JAC,19,1,1750.0,5.263157894736842,IAD,JAC,3906,83.23034306413808,99.97254946814594
JAC -> IAD,19,1,1750.0,5.263157894736842,JAC,IAD,3907,83.25165139569572,99.97369324030653
AZO -> ATL,17,1,596.0,5.88235294117647,AZO,ATL,3908,83.27295972725337,99.97483701246712
MCO -> MSN,17,1,1109.0,5.88235294117647,MCO,MSN,3909,83.294268058811,99.97598078462771
MSN -> MCO,17,1,1109.0,5.88235294117647,MSN,MCO,3910,83.31557639036863,99.97712455678828
CLT -> IAD,16,1,322.0,6.25,CLT,IAD,3911,83.33688472192627,99.97826832894887
ATL -> ELM,15,1,717.0,6.666666666666667,ATL,ELM,3912,83.35819305348392,99.97941210110946
DCA -> PNS,10,1,816.0,10.0,DCA,PNS,3913,83.37950138504155,99.98055587327005
DEN -> MMH,10,1,780.0,10.0,DEN,MMH,3914,83.40080971659918,99.98169964543064
MMH -> DEN,10,1,780.0,10.0,MMH,DEN,3915,83.42211804815683,99.98284341759121
LBB -> HOU,8,1,474.0,12.5,LBB,HOU,3916,83.44342637971447,99.9839871897518
CVG -> PIT,7,1,256.0,14.285714285714285,CVG,PIT,3917,83.4647347112721,99.98513096191239
MCI -> IAD,7,1,926.0,14.285714285714285,MCI,IAD,3918,83.48604304282975,99.98627473407298
PIT -> CVG,7,1,256.0,14.285714285714285,PIT,CVG,3919,83.50735137438738,99.98741850623357
DEN -> PIA,5,1,793.0,20.0,DEN,PIA,3920,83.52865970594503,99.98856227839414
IAD -> OKC,5,1,1136.0,20.0,IAD,OKC,3921,83.54996803750267,99.98970605055473
PIA -> DEN,5,1,793.0,20.0,PIA,DEN,3922,83.5712763690603,99.9908498227153
DCA -> GSP,4,1,396.0,25.0,DCA,GSP,3923,83.59258470061795,99.99199359487591
GSP -> DCA,4,1,396.0,25.0,GSP,DCA,3924,83.61389303217558,99.99313736703648
GSO -> ROA,2,1,84.0,50.0,GSO,ROA,3925,83.63520136373323,99.99428113919707
EWR -> JFK,1,1,21.0,100.0,EWR,JFK,3926,83.65650969529086,99.99542491135766
IAD -> ALB,1,1,325.0,100.0,IAD,ALB,3927,83.6778180268485,99.99656868351823
LBB -> AMA,1,1,107.0,100.0,LBB,AMA,3928,83.69912635840613,99.99771245567884
PHX -> MHT,1,1,2280.0,100.0,PHX,MHT,3929,83.72043468996378,99.99885622783941
SAV -> BQK,1,1,62.0,100.0,SAV,BQK,3930,83.74174302152142,100.0
SEA -> DTW,1892,0,1927.0,0.0,SEA,DTW,3931,83.76305135307905,100.0
SLC -> MSP,1854,0,991.0,0.0,SLC,MSP,3932,83.78435968463668,100.0
MSP -> SLC,1850,0,991.0,0.0,MSP,SLC,3933,83.80566801619433,100.0
SLC -> DTW,1388,0,1481.0,0.0,SLC,DTW,3934,83.82697634775197,100.0
DTW -> SLC,1386,0,1481.0,0.0,DTW,SLC,3935,83.84828467930961,100.0
OGG -> LIH,1321,0,201.0,0.0,OGG,LIH,3936,83.86959301086725,100.0
SFO -> DTW,1308,0,2079.0,0.0,SFO,DTW,3937,83.89090134242488,100.0
MSP -> PDX,1292,0,1426.0,0.0,MSP,PDX,3938,83.91220967398253,100.0
PDX -> MSP,1290,0,1426.0,0.0,PDX,MSP,3939,83.93351800554017,100.0
PHX -> MCO,1284,0,1849.0,0.0,PHX,MCO,3940,83.95482633709781,100.0
PHX -> OMA,1258,0,1037.0,0.0,PHX,OMA,3941,83.97613466865545,100.0
OGG -> SEA,1241,0,2640.0,0.0,OGG,SEA,3942,83.99744300021308,100.0
SEA -> OGG,1240,0,2640.0,0.0,SEA,OGG,3943,84.01875133177073,100.0
SLC -> GEG,1203,0,546.0,0.0,SLC,GEG,3944,84.04005966332836,100.0
SLC -> SGU,1192,0,272.0,0.0,SLC,SGU,3945,84.061367994886,100.0
PDX -> ATL,1089,0,2172.0,0.0,PDX,ATL,3946,84.08267632644365,100.0
ATL -> PDX,1087,0,2172.0,0.0,ATL,PDX,3947,84.10398465800128,100.0
MSP -> SAN,1071,0,1532.0,0.0,MSP,SAN,3948,84.12529298955891,100.0
MSP -> TPA,1070,0,1306.0,0.0,MSP,TPA,3949,84.14660132111655,100.0
SAN -> MSP,1068,0,1532.0,0.0,SAN,MSP,3950,84.1679096526742,100.0
BUR -> SEA,1011,0,937.0,0.0,BUR,SEA,3951,84.18921798423183,100.0
SEA -> BUR,1011,0,937.0,0.0,SEA,BUR,3952,84.21052631578947,100.0
PHX -> TPA,998,0,1788.0,0.0,PHX,TPA,3953,84.23183464734711,100.0
RNO -> SLC,953,0,422.0,0.0,RNO,SLC,3954,84.25314297890475,100.0
SLC -> RNO,953,0,422.0,0.0,SLC,RNO,3955,84.2744513104624,100.0
SLC -> ABQ,949,0,493.0,0.0,SLC,ABQ,3956,84.29575964202003,100.0
SLC -> ONT,940,0,558.0,0.0,SLC,ONT,3957,84.31706797357766,100.0
SLC -> TUS,939,0,601.0,0.0,SLC,TUS,3958,84.33837630513531,100.0
SLC -> PSC,932,0,521.0,0.0,SLC,PSC,3959,84.35968463669295,100.0
PHX -> GEG,922,0,1020.0,0.0,PHX,GEG,3960,84.3809929682506,100.0
MSP -> SNA,916,0,1522.0,0.0,MSP,SNA,3961,84.40230129980823,100.0
MSP -> RSW,915,0,1416.0,0.0,MSP,RSW,3962,84.42360963136586,100.0
SNA -> MSP,915,0,1522.0,0.0,SNA,MSP,3963,84.44491796292351,100.0
SLC -> GTF,887,0,463.0,0.0,SLC,GTF,3964,84.46622629448115,100.0
SLC -> HLN,870,0,402.0,0.0,SLC,HLN,3965,84.48753462603878,100.0
FLL -> DAL,860,0,1108.0,0.0,FLL,DAL,3966,84.50884295759641,100.0
IND -> LAS,859,0,1590.0,0.0,IND,LAS,3967,84.53015128915405,100.0
KOA -> OGG,857,0,84.0,0.0,KOA,OGG,3968,84.5514596207117,100.0
SLC -> FAT,856,0,501.0,0.0,SLC,FAT,3969,84.57276795226933,100.0
LAS -> IND,850,0,1590.0,0.0,LAS,IND,3970,84.59407628382698,100.0
OMA -> LAS,833,0,1099.0,0.0,OMA,LAS,3971,84.61538461538461,100.0
OGG -> KOA,814,0,84.0,0.0,OGG,KOA,3972,84.63669294694225,100.0
HNL -> LAS,811,0,2762.0,0.0,HNL,LAS,3973,84.6580012784999,100.0
LAS -> HNL,811,0,2762.0,0.0,LAS,HNL,3974,84.67930961005753,100.0
LAX -> RDU,804,0,2239.0,0.0,LAX,RDU,3975,84.70061794161518,100.0
RDU -> LAX,803,0,2239.0,0.0,RDU,LAX,3976,84.72192627317281,100.0
LAX -> IND,786,0,1814.0,0.0,LAX,IND,3977,84.74323460473045,100.0
MSP -> GEG,770,0,1175.0,0.0,MSP,GEG,3978,84.7645429362881,100.0
HNL -> PDX,714,0,2603.0,0.0,HNL,PDX,3979,84.78585126784573,100.0
PDX -> HNL,714,0,2603.0,0.0,PDX,HNL,3980,84.80715959940338,100.0
SAN -> DTW,709,0,1956.0,0.0,SAN,DTW,3981,84.82846793096101,100.0
DTW -> SAN,707,0,1956.0,0.0,DTW,SAN,3982,84.84977626251865,100.0
MSP -> BOI,702,0,1142.0,0.0,MSP,BOI,3983,84.87108459407628,100.0
MSP -> BZN,689,0,874.0,0.0,MSP,BZN,3984,84.89239292563391,100.0
BZN -> MSP,688,0,874.0,0.0,BZN,MSP,3985,84.91370125719156,100.0
FLL -> MCO,667,0,177.0,0.0,FLL,MCO,3986,84.9350095887492,100.0
SEA -> DCA,657,0,2329.0,0.0,SEA,DCA,3987,84.95631792030684,100.0
LAS -> BOI,655,0,519.0,0.0,LAS,BOI,3988,84.97762625186448,100.0
MFR -> SLC,653,0,575.0,0.0,MFR,SLC,3989,84.99893458342211,100.0
SLC -> MFR,653,0,575.0,0.0,SLC,MFR,3990,85.02024291497976,100.0
LAS -> ELP,651,0,583.0,0.0,LAS,ELP,3991,85.0415512465374,100.0
MSP -> BIL,644,0,748.0,0.0,MSP,BIL,3992,85.06285957809504,100.0
BIL -> MSP,643,0,748.0,0.0,BIL,MSP,3993,85.08416790965268,100.0
SAN -> HNL,639,0,2614.0,0.0,SAN,HNL,3994,85.10547624121031,100.0
AUS -> SAN,628,0,1164.0,0.0,AUS,SAN,3995,85.12678457276796,100.0
SAT -> SAN,628,0,1129.0,0.0,SAT,SAN,3996,85.1480929043256,100.0
BWI -> SJU,621,0,1565.0,0.0,BWI,SJU,3997,85.16940123588324,100.0
SJU -> BWI,621,0,1565.0,0.0,SJU,BWI,3998,85.19070956744088,100.0
GJT -> SLC,618,0,216.0,0.0,GJT,SLC,3999,85.21201789899851,100.0
MCI -> SLC,611,0,920.0,0.0,MCI,SLC,4000,85.23332623055614,100.0
SLC -> MCI,610,0,920.0,0.0,SLC,MCI,4001,85.25463456211378,100.0
LAX -> TPA,604,0,2158.0,0.0,LAX,TPA,4002,85.27594289367143,100.0
TPA -> LAX,603,0,2158.0,0.0,TPA,LAX,4003,85.29725122522906,100.0
LAS -> PIT,598,0,1910.0,0.0,LAS,PIT,4004,85.3185595567867,100.0
PIT -> LAS,598,0,1910.0,0.0,PIT,LAS,4005,85.33986788834434,100.0
OAK -> DAL,593,0,1468.0,0.0,OAK,DAL,4006,85.36117621990198,100.0
SEA -> KOA,592,0,2688.0,0.0,SEA,KOA,4007,85.38248455145963,100.0
KOA -> SEA,591,0,2688.0,0.0,KOA,SEA,4008,85.40379288301726,100.0
LWS -> SLC,588,0,461.0,0.0,LWS,SLC,4009,85.4251012145749,100.0
SLC -> LWS,587,0,461.0,0.0,SLC,LWS,4010,85.44640954613254,100.0
PDX -> OGG,580,0,2562.0,0.0,PDX,OGG,4011,85.46771787769018,100.0
ANC -> MSP,575,0,2519.0,0.0,ANC,MSP,4012,85.48902620924783,100.0
MSP -> ANC,575,0,2519.0,0.0,MSP,ANC,4013,85.51033454080546,100.0
TPA -> LAS,573,0,1984.0,0.0,TPA,LAS,4014,85.5316428723631,100.0
LAS -> TPA,572,0,1984.0,0.0,LAS,TPA,4015,85.55295120392074,100.0
SEA -> LIH,562,0,2701.0,0.0,SEA,LIH,4016,85.57425953547838,100.0
SAT -> SLC,557,0,1087.0,0.0,SAT,SLC,4017,85.59556786703601,100.0
SLC -> SAT,556,0,1087.0,0.0,SLC,SAT,4018,85.61687619859364,100.0
MSP -> SMF,541,0,1517.0,0.0,MSP,SMF,4019,85.63818453015128,100.0
SMF -> MSP,541,0,1517.0,0.0,SMF,MSP,4020,85.65949286170893,100.0
CVG -> LAX,533,0,1900.0,0.0,CVG,LAX,4021,85.68080119326656,100.0
LAX -> CVG,533,0,1900.0,0.0,LAX,CVG,4022,85.70210952482421,100.0
SNA -> DAL,529,0,1216.0,0.0,SNA,DAL,4023,85.72341785638184,100.0
SLC -> CVG,522,0,1450.0,0.0,SLC,CVG,4024,85.74472618793948,100.0
CVG -> SLC,521,0,1450.0,0.0,CVG,SLC,4025,85.76603451949713,100.0
HNL -> OAK,520,0,2409.0,0.0,HNL,OAK,4026,85.78734285105476,100.0
MCO -> SAN,505,0,2149.0,0.0,MCO,SAN,4027,85.80865118261241,100.0
SAN -> MCO,505,0,2149.0,0.0,SAN,MCO,4028,85.82995951417004,100.0
SEA -> MCI,489,0,1489.0,0.0,SEA,MCI,4029,85.85126784572768,100.0
FLL -> STL,488,0,1056.5594262295083,0.0,FLL,STL,4030,85.87257617728532,100.0
MCI -> SEA,488,0,1489.0,0.0,MCI,SEA,4031,85.89388450884296,100.0
SEA -> STL,483,0,1709.0,0.0,SEA,STL,4032,85.91519284040061,100.0
MCI -> SAN,481,0,1334.0,0.0,MCI,SAN,4033,85.93650117195824,100.0
SLC -> OMA,480,0,840.0,0.0,SLC,OMA,4034,85.95780950351588,100.0
SAN -> MCI,479,0,1334.0,0.0,SAN,MCI,4035,85.97911783507351,100.0
MEM -> MSP,465,0,700.0,0.0,MEM,MSP,4036,86.00042616663114,100.0
MSP -> CVG,458,0,596.0,0.0,MSP,CVG,4037,86.02173449818879,100.0
MSP -> SJC,458,0,1576.0,0.0,MSP,SJC,4038,86.04304282974643,100.0
SJC -> MSP,458,0,1576.0,0.0,SJC,MSP,4039,86.06435116130406,100.0
BQN -> MCO,441,0,1129.0,0.0,BQN,MCO,4040,86.08565949286171,100.0
MCO -> BQN,441,0,1129.0,0.0,MCO,BQN,4041,86.10696782441934,100.0
SEA -> MCO,439,0,2554.0,0.0,SEA,MCO,4042,86.12827615597699,100.0
MSP -> TUL,434,0,615.0,0.0,MSP,TUL,4043,86.14958448753463,100.0
MSP -> MSO,430,0,1013.0,0.0,MSP,MSO,4044,86.17089281909226,100.0
MSO -> MSP,428,0,1013.0,0.0,MSO,MSP,4045,86.19220115064991,100.0
MSP -> MEM,428,0,700.0,0.0,MSP,MEM,4046,86.21350948220754,100.0
CLT -> AUS,422,0,1032.0,0.0,CLT,AUS,4047,86.23481781376519,100.0
CVG -> RSW,420,0,879.0,0.0,CVG,RSW,4048,86.25612614532282,100.0
DEN -> ANC,418,0,2405.0,0.0,DEN,ANC,4049,86.27743447688047,100.0
PHX -> MSY,398,0,1300.0,0.0,PHX,MSY,4050,86.2987428084381,100.0
LAX -> ANC,382,0,2345.0,0.0,LAX,ANC,4051,86.32005113999574,100.0
SAN -> OGG,381,0,2541.0,0.0,SAN,OGG,4052,86.34135947155337,100.0
MKE -> LAX,380,0,1756.0,0.0,MKE,LAX,4053,86.36266780311101,100.0
MKE -> SFO,380,0,1845.0,0.0,MKE,SFO,4054,86.38397613466866,100.0
OGG -> SAN,380,0,2541.0,0.0,OGG,SAN,4055,86.40528446622629,100.0
SEA -> TUS,372,0,1216.0,0.0,SEA,TUS,4056,86.42659279778393,100.0
DTW -> PBI,363,0,1086.0,0.0,DTW,PBI,4057,86.44790112934157,100.0
PBI -> DTW,363,0,1086.0,0.0,PBI,DTW,4058,86.46920946089921,100.0
SDF -> LAS,342,0,1624.0,0.0,SDF,LAS,4059,86.49051779245686,100.0
OAK -> KOA,335,0,2378.0,0.0,OAK,KOA,4060,86.51182612401449,100.0
BHM -> LAS,334,0,1618.0,0.0,BHM,LAS,4061,86.53313445557212,100.0
DCA -> PDX,334,0,2350.0,0.0,DCA,PDX,4062,86.55444278712977,100.0
FLL -> SEA,334,0,2717.0,0.0,FLL,SEA,4063,86.5757511186874,100.0
FNT -> LAS,334,0,1733.0,0.0,FNT,LAS,4064,86.59705945024506,100.0
HNL -> SMF,334,0,2462.0,0.0,HNL,SMF,4065,86.61836778180269,100.0
HOU -> PNS,334,0,488.0,0.0,HOU,PNS,4066,86.63967611336032,100.0
JNU -> KTN,334,0,234.0,0.0,JNU,KTN,4067,86.66098444491797,100.0
KOA -> OAK,334,0,2378.0,0.0,KOA,OAK,4068,86.6822927764756,100.0
LAS -> BHM,334,0,1618.0,0.0,LAS,BHM,4069,86.70360110803324,100.0
MCI -> PDX,334,0,1482.0,0.0,MCI,PDX,4070,86.72490943959087,100.0
OGG -> SMF,334,0,2404.0,0.0,OGG,SMF,4071,86.74621777114851,100.0
PDX -> DCA,334,0,2350.0,0.0,PDX,DCA,4072,86.76752610270616,100.0
PHX -> LIT,334,0,1136.0,0.0,PHX,LIT,4073,86.78883443426379,100.0
PHX -> SDF,334,0,1506.0,0.0,PHX,SDF,4074,86.81014276582144,100.0
SEA -> FLL,334,0,2717.0,0.0,SEA,FLL,4075,86.83145109737907,100.0
SEA -> MSY,334,0,2086.0,0.0,SEA,MSY,4076,86.85275942893671,100.0
SEA -> SAT,334,0,1774.0,0.0,SEA,SAT,4077,86.87406776049436,100.0
SEA -> TPA,334,0,2520.0,0.0,SEA,TPA,4078,86.89537609205199,100.0
SMF -> HNL,334,0,2462.0,0.0,SMF,HNL,4079,86.91668442360964,100.0
SMF -> OGG,334,0,2404.0,0.0,SMF,OGG,4080,86.93799275516727,100.0
TPA -> SEA,334,0,2520.0,0.0,TPA,SEA,4081,86.9593010867249,100.0
TUL -> LAS,334,0,1076.0,0.0,TUL,LAS,4082,86.98060941828255,100.0
PDX -> MCI,333,0,1482.0,0.0,PDX,MCI,4083,87.00191774984019,100.0
ANC -> CDV,331,0,160.0,0.0,ANC,CDV,4084,87.02322608139784,100.0
DEN -> BHM,330,0,1083.0,0.0,DEN,BHM,4085,87.04453441295547,100.0
MSP -> MSY,330,0,1039.0,0.0,MSP,MSY,4086,87.0658427445131,100.0
MSY -> MSP,329,0,1039.0,0.0,MSY,MSP,4087,87.08715107607074,100.0
FLL -> MCI,327,0,1242.0,0.0,FLL,MCI,4088,87.10845940762837,100.0
TPA -> SAT,325,0,972.0,0.0,TPA,SAT,4089,87.12976773918602,100.0
IAH -> ISN,321,0,1330.0,0.0,IAH,ISN,4090,87.15107607074366,100.0
ATL -> RST,317,0,831.0,0.0,ATL,RST,4091,87.17238440230129,100.0
ABQ -> MCI,315,0,718.0,0.0,ABQ,MCI,4092,87.19369273385894,100.0
MCI -> ABQ,315,0,718.0,0.0,MCI,ABQ,4093,87.21500106541657,100.0
CVG -> TPA,314,0,773.0,0.0,CVG,TPA,4094,87.23630939697422,100.0
HNL -> JFK,314,0,4983.0,0.0,HNL,JFK,4095,87.25761772853186,100.0
JFK -> HNL,314,0,4983.0,0.0,JFK,HNL,4096,87.27892606008949,100.0
TPA -> CVG,313,0,773.0,0.0,TPA,CVG,4097,87.30023439164714,100.0
FLL -> CMH,312,0,973.0,0.0,FLL,CMH,4098,87.32154272320477,100.0
ATL -> COS,305,0,1184.0,0.0,ATL,COS,4099,87.34285105476242,100.0
COS -> ATL,305,0,1184.0,0.0,COS,ATL,4100,87.36415938632005,100.0
SLC -> MSY,305,0,1428.0,0.0,SLC,MSY,4101,87.38546771787769,100.0
MSY -> SLC,304,0,1428.0,0.0,MSY,SLC,4102,87.40677604943534,100.0
MCI -> OAK,296,0,1489.0,0.0,MCI,OAK,4103,87.42808438099297,100.0
OAK -> MCI,296,0,1489.0,0.0,OAK,MCI,4104,87.4493927125506,100.0
TUL -> SLC,289,0,926.0,0.0,TUL,SLC,4105,87.47070104410824,100.0
